episode_id,source,modality,prompt_condition,condition,model,hmm_group,length,human_hmm_mean_loglik_per_step,trace_str
human__kate_testing-B-DC_sim1.pkl,human,human,human,human,human,human,23,-1.5524291016625555,increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run07,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,9,-2.30510710299988,increase_wavelength -> increase_concentration -> increase_path_length -> decrease_concentration -> decrease_concentration -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run08,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,5,-2.163275914965509,increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run04,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,1,-4.2386835163851595,finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run02,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,5,-2.6446853989846364,increase_wavelength -> decrease_concentration -> decrease_concentration -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run06,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,8,-2.6680679732155066,increase_concentration -> decrease_wavelength -> decrease_path_length -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run05,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,3,-2.2695759212678306,increase_concentration -> increase_concentration -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run01,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,10,-2.1644829392774714,increase_wavelength -> increase_concentration -> increase_concentration -> increase_path_length -> increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_concentration -> increase_concentration -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run08,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,4,-2.098315905340607,increase_path_length -> decrease_path_length -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run03,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,5,-1.6099408876989443,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run05,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,7,-2.1613769371266676,increase_wavelength -> decrease_wavelength -> decrease_concentration -> decrease_concentration -> decrease_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run01,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,7,-1.8548106027265125,decrease_wavelength -> increase_concentration -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run09,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,6,-3.1421631449321272,increase_wavelength -> decrease_concentration -> decrease_wavelength -> decrease_path_length -> decrease_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run04,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,7,-2.1694845513312493,increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_concentration -> decrease_concentration -> decrease_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run03,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,3,-2.438516396142674,increase_path_length -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run09,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,5,-2.045368848813565,increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run02,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,6,-1.592441068265518,increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run07,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,3,-2.1387391992699394,increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run06,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,4,-2.9151442877744826,increase_wavelength -> decrease_concentration -> decrease_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run00,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,11,-2.009502956890329,increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> decrease_wavelength -> decrease_wavelength -> decrease_concentration -> decrease_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_7b__run08,model,simulation_only,normal,simulation_only_normal,qwen25_vl_7b,qwen25_vl_7b__simulation_only,7,-1.3832728576901885,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_3b__run06,model,simulation_only,normal,simulation_only_normal,qwen25_vl_3b,qwen25_vl_3b__simulation_only,8,-1.3227458357473907,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_7b__run04,model,simulation_only,normal,simulation_only_normal,qwen25_vl_7b,qwen25_vl_7b__simulation_only,3,-2.1387391992699394,increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_7b__run00,model,simulation_only,normal,simulation_only_normal,qwen25_vl_7b,qwen25_vl_7b__simulation_only,9,-1.284383497104303,increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_3b__run03,model,simulation_only,normal,simulation_only_normal,qwen25_vl_3b,qwen25_vl_3b__simulation_only,29,-1.3591085670696585,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_wavelength -> increase_concentration -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_path_length -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_7b__run05,model,simulation_only,normal,simulation_only_normal,qwen25_vl_7b,qwen25_vl_7b__simulation_only,14,-1.5359645498954921,increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_wavelength -> increase_path_length -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_3b__run09,model,simulation_only,normal,simulation_only_normal,qwen25_vl_3b,qwen25_vl_3b__simulation_only,12,-1.384415730462117,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_7b__run03,model,simulation_only,normal,simulation_only_normal,qwen25_vl_7b,qwen25_vl_7b__simulation_only,4,-1.8082736047434547,increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_7b__run06,model,simulation_only,normal,simulation_only_normal,qwen25_vl_7b,qwen25_vl_7b__simulation_only,10,-1.9109757171742057,increase_concentration -> increase_concentration -> increase_concentration -> increase_path_length -> decrease_concentration -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_3b__run00,model,simulation_only,normal,simulation_only_normal,qwen25_vl_3b,qwen25_vl_3b__simulation_only,6,-2.1938466553876617,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_7b__run09,model,simulation_only,normal,simulation_only_normal,qwen25_vl_7b,qwen25_vl_7b__simulation_only,15,-1.6580280304964532,increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_path_length -> increase_concentration -> increase_concentration -> increase_path_length -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> decrease_concentration -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_3b__run05,model,simulation_only,normal,simulation_only_normal,qwen25_vl_3b,qwen25_vl_3b__simulation_only,5,-1.6099408876989443,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_3b__run07,model,simulation_only,normal,simulation_only_normal,qwen25_vl_3b,qwen25_vl_3b__simulation_only,47,-1.3483335714580118,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_concentration -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_wavelength -> increase_concentration -> increase_concentration -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_concentration -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_3b__run01,model,simulation_only,normal,simulation_only_normal,qwen25_vl_3b,qwen25_vl_3b__simulation_only,23,-1.6859766613851277,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_concentration -> increase_concentration -> increase_concentration -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_wavelength -> increase_concentration -> increase_wavelength -> increase_concentration -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_7b__run01,model,simulation_only,normal,simulation_only_normal,qwen25_vl_7b,qwen25_vl_7b__simulation_only,6,-2.319419427398073,increase_concentration -> increase_wavelength -> increase_wavelength -> increase_path_length -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_7b__run02,model,simulation_only,normal,simulation_only_normal,qwen25_vl_7b,qwen25_vl_7b__simulation_only,10,-1.9104436907076436,increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_3b__run08,model,simulation_only,normal,simulation_only_normal,qwen25_vl_3b,qwen25_vl_3b__simulation_only,25,-0.9882496402621815,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_3b__run04,model,simulation_only,normal,simulation_only_normal,qwen25_vl_3b,qwen25_vl_3b__simulation_only,6,-1.4777178863586073,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-simulation-normal__simulation_only__normal__beers_wavelength__qwen25_vl_7b__run07,model,simulation_only,normal,simulation_only_normal,qwen25_vl_7b,qwen25_vl_7b__simulation_only,44,-1.626423094199309,increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_path_length -> decrease_wavelength -> increase_path_length -> increase_concentration -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> decrease_path_length -> increase_path_length -> increase_path_length -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_path_length -> increase_path_length -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_7b__run04,model,chart_only,normal,chart_only_normal,qwen25_vl_7b,qwen25_vl_7b__chart_only,14,-2.8121993381155734,increase_wavelength -> decrease_path_length -> decrease_concentration -> decrease_wavelength -> increase_path_length -> increase_concentration -> decrease_path_length -> increase_path_length -> increase_concentration -> increase_wavelength -> increase_concentration -> increase_wavelength -> increase_concentration -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run00,model,chart_only,normal,chart_only_normal,qwen25_vl_3b,qwen25_vl_3b__chart_only,5,-1.6099408876989443,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_7b__run06,model,chart_only,normal,chart_only_normal,qwen25_vl_7b,qwen25_vl_7b__chart_only,5,-2.5613355930678208,increase_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run01,model,chart_only,normal,chart_only_normal,qwen25_vl_3b,qwen25_vl_3b__chart_only,4,-2.3316525906552945,increase_wavelength -> increase_wavelength -> increase_concentration -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run03,model,chart_only,normal,chart_only_normal,qwen25_vl_3b,qwen25_vl_3b__chart_only,34,-1.7371652522768135,increase_wavelength -> increase_wavelength -> decrease_concentration -> decrease_concentration -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_path_length -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_path_length -> decrease_path_length -> decrease_concentration -> decrease_wavelength -> decrease_concentration -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run05,model,chart_only,normal,chart_only_normal,qwen25_vl_3b,qwen25_vl_3b__chart_only,9,-1.2573461516092221,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run09,model,chart_only,normal,chart_only_normal,qwen25_vl_3b,qwen25_vl_3b__chart_only,3,-2.193504957848651,decrease_wavelength -> decrease_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_7b__run01,model,chart_only,normal,chart_only_normal,qwen25_vl_7b,qwen25_vl_7b__chart_only,11,-2.2980506514282646,increase_wavelength -> decrease_concentration -> increase_path_length -> increase_wavelength -> decrease_wavelength -> decrease_concentration -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run02,model,chart_only,normal,chart_only_normal,qwen25_vl_3b,qwen25_vl_3b__chart_only,28,-1.5251528535931327,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> decrease_concentration -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_concentration -> decrease_concentration -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_path_length -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_7b__run00,model,chart_only,normal,chart_only_normal,qwen25_vl_7b,qwen25_vl_7b__chart_only,10,-1.5511761402328261,increase_wavelength -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_7b__run05,model,chart_only,normal,chart_only_normal,qwen25_vl_7b,qwen25_vl_7b__chart_only,5,-1.6426564643000152,increase_wavelength -> increase_wavelength -> decrease_wavelength -> decrease_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_7b__run08,model,chart_only,normal,chart_only_normal,qwen25_vl_7b,qwen25_vl_7b__chart_only,5,-2.1428191589586985,increase_concentration -> increase_concentration -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run06,model,chart_only,normal,chart_only_normal,qwen25_vl_3b,qwen25_vl_3b__chart_only,29,-1.66609086074362,increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_concentration -> increase_wavelength -> increase_concentration -> increase_concentration -> increase_wavelength -> increase_concentration -> increase_wavelength -> decrease_path_length -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_concentration -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run07,model,chart_only,normal,chart_only_normal,qwen25_vl_3b,qwen25_vl_3b__chart_only,10,-1.954540612385771,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_path_length -> increase_path_length -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_7b__run03,model,chart_only,normal,chart_only_normal,qwen25_vl_7b,qwen25_vl_7b__chart_only,7,-2.522983223114985,increase_concentration -> decrease_concentration -> increase_wavelength -> increase_path_length -> decrease_path_length -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_7b__run09,model,chart_only,normal,chart_only_normal,qwen25_vl_7b,qwen25_vl_7b__chart_only,12,-1.9606919428320682,increase_wavelength -> decrease_concentration -> decrease_concentration -> increase_wavelength -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_3b__run08,model,chart_only,normal,chart_only_normal,qwen25_vl_3b,qwen25_vl_3b__chart_only,9,-1.4899876256442388,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_7b__run02,model,chart_only,normal,chart_only_normal,qwen25_vl_7b,qwen25_vl_7b__chart_only,5,-2.174361127255856,increase_concentration -> decrease_concentration -> increase_concentration -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-chart-normal__chart_only__normal__beers_wavelength__qwen25_vl_7b__run07,model,chart_only,normal,chart_only_normal,qwen25_vl_7b,qwen25_vl_7b__chart_only,20,-1.529481212948469,increase_wavelength -> increase_concentration -> increase_path_length -> decrease_concentration -> decrease_path_length -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> increase_concentration -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_9b__run08,model,text_only,normal,text_only_normal,qwen35_9b,qwen35_9b__text_only,11,-2.281625177100269,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_concentration -> increase_path_length -> decrease_wavelength -> decrease_concentration -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_9b__run03,model,text_only,normal,text_only_normal,qwen35_9b,qwen35_9b__text_only,12,-1.7776462980347498,increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_concentration -> increase_path_length -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_4b__run00,model,text_only,normal,text_only_normal,qwen35_4b,qwen35_4b__text_only,6,-2.28969053883191,increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_9b__run09,model,text_only,normal,text_only_normal,qwen35_9b,qwen35_9b__text_only,5,-2.486201906398524,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_9b__run06,model,text_only,normal,text_only_normal,qwen35_9b,qwen35_9b__text_only,7,-2.1366152981971003,increase_concentration -> increase_path_length -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_9b__run07,model,text_only,normal,text_only_normal,qwen35_9b,qwen35_9b__text_only,6,-2.6361688194795834,increase_wavelength -> increase_concentration -> increase_path_length -> decrease_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_4b__run05,model,text_only,normal,text_only_normal,qwen35_4b,qwen35_4b__text_only,5,-2.485586599804074,decrease_wavelength -> increase_wavelength -> increase_concentration -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_9b__run05,model,text_only,normal,text_only_normal,qwen35_9b,qwen35_9b__text_only,10,-1.7487626246454286,increase_concentration -> increase_path_length -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_9b__run04,model,text_only,normal,text_only_normal,qwen35_9b,qwen35_9b__text_only,18,-1.4908788743534775,increase_wavelength -> increase_wavelength -> increase_concentration -> increase_wavelength -> decrease_wavelength -> increase_path_length -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_4b__run09,model,text_only,normal,text_only_normal,qwen35_4b,qwen35_4b__text_only,11,-1.87929596173468,increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_9b__run00,model,text_only,normal,text_only_normal,qwen35_9b,qwen35_9b__text_only,11,-1.824139857504103,increase_wavelength -> increase_concentration -> increase_path_length -> decrease_wavelength -> decrease_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_9b__run01,model,text_only,normal,text_only_normal,qwen35_9b,qwen35_9b__text_only,7,-3.069769959396126,increase_wavelength -> increase_concentration -> increase_path_length -> decrease_wavelength -> decrease_concentration -> decrease_path_length -> finish
