episode_path,run_name,modality,formula,setup,model,has_parse_error,failed_step,parse_error_message,finish_reached,forced_finish,final_equation
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_concrete_model_gemma3_4b-03_latest,text_only_kinematics_concrete_model_gemma3_4b,Text-only,kinematics,concrete,model_gemma3_4b,False,,,True,False,position = initial_position + velocity * time
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_abstract_model_llama31_8b-03_latest,text_only_ohm_abstract_model_llama31_8b,Text-only,ohm,abstract,model_llama31_8b,False,,,True,False,Y = 5A + 15B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abstract_model_mistral_7b-03_latest,text_only_kinematics_abstract_model_mistral_7b,Text-only,kinematics,abstract,model_mistral_7b,False,,,True,False,Y = a*A + b
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_concrete_model_gemma3_4b-05_latest,text_only_kinematics_concrete_model_gemma3_4b,Text-only,kinematics,concrete,model_gemma3_4b,False,,,True,False,position = initial_position + velocity * time
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abstract_model_gemma3_4b-06_latest,text_only_mass_abstract_model_gemma3_4b,Text-only,mass,abstract,model_gemma3_4b,False,,,True,False,Y = 2 * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abstract_model_qwen35_4b-03_latest,text_only_beers_abstract_model_qwen35_4b,Text-only,beers,abstract,model_qwen35_4b,False,,,True,False,Y = A * B * C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abstract_model_llama31_8b-00_latest,text_only_mass_abstract_model_llama31_8b,Text-only,mass,abstract,model_llama31_8b,False,,,True,False,Y = A / B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_concrete_model_mistral_7b-09_latest,text_only_ohm_concrete_model_mistral_7b,Text-only,ohm,concrete,model_mistral_7b,False,,,True,False,V = I * R
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abbrev_model_qwen35_9b-01_latest,text_only_distance_abbrev_model_qwen35_9b,Text-only,distance,abbrev,model_qwen35_9b,False,,,True,False,d = d1 + d2 + d3
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abbrev_model_qwen35_9b-02_latest,text_only_distance_abbrev_model_qwen35_9b,Text-only,distance,abbrev,model_qwen35_9b,False,,,True,False,d = d1 + d2 + d3
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abstract_model_qwen25_3b-04_latest,text_only_distance_abstract_model_qwen25_3b,Text-only,distance,abstract,model_qwen25_3b,False,,,True,False,Y = 5A + 10C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abstract_model_qwen35_9b-08_latest,text_only_distance_abstract_model_qwen35_9b,Text-only,distance,abstract,model_qwen35_9b,False,,,True,False,Y = A + B + C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_abstract_model_qwen35_4b-07_latest,text_only_ohm_abstract_model_qwen35_4b,Text-only,ohm,abstract,model_qwen35_4b,False,,,True,False,Y = A * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abstract_model_llama31_8b-08_latest,text_only_mass_abstract_model_llama31_8b,Text-only,mass,abstract,model_llama31_8b,False,,,True,True,Y = B^2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abstract_model_qwen25_3b-05_latest,text_only_beers_abstract_model_qwen25_3b,Text-only,beers,abstract,model_qwen25_3b,False,,,True,False,Y = 4 * C^2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_concrete_model_llama31_8b-05_latest,text_only_distance_concrete_model_llama31_8b,Text-only,distance,concrete,model_llama31_8b,False,,,True,False,distance_1 + distance_2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abstract_model_qwen35_9b-00_latest,text_only_distance_abstract_model_qwen35_9b,Text-only,distance,abstract,model_qwen35_9b,False,,,True,False,Y = A + B + C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abstract_model_mistral_7b-03_latest,text_only_distance_abstract_model_mistral_7b,Text-only,distance,abstract,model_mistral_7b,False,,,True,False,Y = A + B + C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_abbrev_model_qwen35_9b-00_latest,text_only_resistors_abbrev_model_qwen35_9b,Text-only,resistors,abbrev,model_qwen35_9b,False,,,True,False,Rt = R1 + R2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abbrev_model_mistral_7b-01_latest,text_only_beers_abbrev_model_mistral_7b,Text-only,beers,abbrev,model_mistral_7b,False,,,True,False,A = epsilon * c * l
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abbrev_model_llama31_8b-06_latest,text_only_distance_abbrev_model_llama31_8b,Text-only,distance,abbrev,model_llama31_8b,False,,,True,False,d = 5*d3 - 5*d2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abbrev_model_qwen25_3b-04_latest,text_only_beers_abbrev_model_qwen25_3b,Text-only,beers,abbrev,model_qwen25_3b,False,,,True,False,A = 6 * c * epsilon
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_abstract_model_qwen25_7b-09_latest,text_only_resistors_abstract_model_qwen25_7b,Text-only,resistors,abstract,model_qwen25_7b,False,,,True,False,Y = A + B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abbrev_model_llama31_8b-03_latest,text_only_beers_abbrev_model_llama31_8b,Text-only,beers,abbrev,model_llama31_8b,False,,,True,False,A = cl
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_abbrev_model_qwen25_3b-09_latest,text_only_ohm_abbrev_model_qwen25_3b,Text-only,ohm,abbrev,model_qwen25_3b,False,,,True,False,V = 10 * I
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_concrete_model_qwen25_3b-02_latest,text_only_distance_concrete_model_qwen25_3b,Text-only,distance,concrete,model_qwen25_3b,False,,,True,False,total_distance = distance_1 + distance_2 + distance_3
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_concrete_model_gemma3_4b-02_latest,text_only_resistors_concrete_model_gemma3_4b,Text-only,resistors,concrete,model_gemma3_4b,False,,,True,False,total_resistance = resistance_1 + resistance_2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abbrev_model_qwen35_4b-08_latest,text_only_beers_abbrev_model_qwen35_4b,Text-only,beers,abbrev,model_qwen35_4b,False,,,True,False,A = l * c * epsilon
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_concrete_model_qwen35_9b-00_latest,text_only_beers_concrete_model_qwen35_9b,Text-only,beers,concrete,model_qwen35_9b,False,,,True,False,absorbance = molar_absorptivity * concentration * path_length
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abstract_model_llama31_8b-07_latest,text_only_kinematics_abstract_model_llama31_8b,Text-only,kinematics,abstract,model_llama31_8b,False,,,True,False,A + B*C + C^2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abbrev_model_gemma3_4b-07_latest,text_only_beers_abbrev_model_gemma3_4b,Text-only,beers,abbrev,model_gemma3_4b,False,,,True,False,A = epsilon * c * l
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_concrete_model_qwen25_3b-08_latest,text_only_resistors_concrete_model_qwen25_3b,Text-only,resistors,concrete,model_qwen25_3b,False,,,True,False,total_resistance = resistance_1 + resistance_2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abstract_model_qwen25_3b-06_latest,text_only_beers_abstract_model_qwen25_3b,Text-only,beers,abstract,model_qwen25_3b,False,,,True,False,Y = A * B * C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abbrev_model_qwen35_9b-05_latest,text_only_distance_abbrev_model_qwen35_9b,Text-only,distance,abbrev,model_qwen35_9b,False,,,True,False,d = d1 + d2 + d3
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abbrev_model_qwen25_3b-07_latest,text_only_distance_abbrev_model_qwen25_3b,Text-only,distance,abbrev,model_qwen25_3b,False,,,True,False,d = d1 + d2 + d3
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abbrev_model_gemma3_4b-00_latest,text_only_kinematics_abbrev_model_gemma3_4b,Text-only,kinematics,abbrev,model_gemma3_4b,False,,,True,False,x = x0 + v * t
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_concrete_model_mistral_7b-08_latest,text_only_beers_concrete_model_mistral_7b,Text-only,beers,concrete,model_mistral_7b,False,,,True,False,A = εcl
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abstract_model_qwen35_9b-01_latest,text_only_mass_abstract_model_qwen35_9b,Text-only,mass,abstract,model_qwen35_9b,False,,,True,False,Y = A * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_concrete_model_qwen25_3b-03_latest,text_only_beers_concrete_model_qwen25_3b,Text-only,beers,concrete,model_qwen25_3b,False,,,True,False,absorbance = molar_absorptivity * concentration * path_length
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_concrete_model_llama31_8b-01_latest,text_only_beers_concrete_model_llama31_8b,Text-only,beers,concrete,model_llama31_8b,False,,,True,False,A = ε * c * l
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abstract_model_llama31_8b-08_latest,text_only_beers_abstract_model_llama31_8b,Text-only,beers,abstract,model_llama31_8b,False,,,True,False,Y = AB
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abstract_model_llama31_8b-01_latest,text_only_mass_abstract_model_llama31_8b,Text-only,mass,abstract,model_llama31_8b,False,,,True,False,Y = AB
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_concrete_model_llama31_8b-03_latest,text_only_beers_concrete_model_llama31_8b,Text-only,beers,concrete,model_llama31_8b,False,,,True,False,absorbance = molar_absorptivity * concentration * path_length
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_abstract_model_mistral_7b-03_latest,text_only_ohm_abstract_model_mistral_7b,Text-only,ohm,abstract,model_mistral_7b,False,,,True,False,Y = kA
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_concrete_model_qwen25_3b-05_latest,text_only_kinematics_concrete_model_qwen25_3b,Text-only,kinematics,concrete,model_qwen25_3b,False,,,True,False,position = initial_position + velocity * time
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_abstract_model_gemma3_4b-01_latest,text_only_ohm_abstract_model_gemma3_4b,Text-only,ohm,abstract,model_gemma3_4b,False,,,True,False,Y = A * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_abbrev_model_qwen25_3b-01_latest,text_only_ohm_abbrev_model_qwen25_3b,Text-only,ohm,abbrev,model_qwen25_3b,False,,,True,False,V = 10 * I * R
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_abbrev_model_mistral_7b-03_latest,text_only_resistors_abbrev_model_mistral_7b,Text-only,resistors,abbrev,model_mistral_7b,False,,,True,False,Rt = 2 * R1 + R2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_concrete_model_qwen25_7b-00_latest,text_only_beers_concrete_model_qwen25_7b,Text-only,beers,concrete,model_qwen25_7b,False,,,True,False,molar_absorptivity * concentration * path_length
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_concrete_model_qwen25_3b-00_latest,text_only_ohm_concrete_model_qwen25_3b,Text-only,ohm,concrete,model_qwen25_3b,False,,,True,False,voltage = current * resistance
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abstract_model_gemma3_4b-00_latest,text_only_distance_abstract_model_gemma3_4b,Text-only,distance,abstract,model_gemma3_4b,False,,,True,False,Y = A * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abbrev_model_qwen25_7b-09_latest,text_only_mass_abbrev_model_qwen25_7b,Text-only,mass,abbrev,model_qwen25_7b,False,,,True,False,m = V * 3
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abbrev_model_qwen35_4b-01_latest,text_only_mass_abbrev_model_qwen35_4b,Text-only,mass,abbrev,model_qwen35_4b,False,,,True,False,m = rho * V
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_abstract_model_llama31_8b-07_latest,text_only_ohm_abstract_model_llama31_8b,Text-only,ohm,abstract,model_llama31_8b,False,,,True,False,Y = k*A
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abbrev_model_qwen35_4b-06_latest,text_only_beers_abbrev_model_qwen35_4b,Text-only,beers,abbrev,model_qwen35_4b,False,,,True,False,A = epsilon * c * l
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_concrete_model_mistral_7b-00_latest,text_only_mass_concrete_model_mistral_7b,Text-only,mass,concrete,model_mistral_7b,True,14,"[json_decode] model output is not valid JSON (error: Expecting ',' delimiter at pos 480): '{\\n  ""reasoning"": ""We have reached the maximum volume (50.0 m³) and have confirmed that mass is directly pro",True,True,mass = density * volume
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_abstract_model_qwen25_3b-07_latest,text_only_resistors_abstract_model_qwen25_3b,Text-only,resistors,abstract,model_qwen25_3b,False,,,True,False,Y = 1.5 * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abbrev_model_qwen35_9b-07_latest,text_only_beers_abbrev_model_qwen35_9b,Text-only,beers,abbrev,model_qwen35_9b,False,,,True,False,A = epsilon * c * l
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_concrete_model_mistral_7b-06_latest,text_only_mass_concrete_model_mistral_7b,Text-only,mass,concrete,model_mistral_7b,False,,,True,False,mass = density * volume
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abstract_model_mistral_7b-07_latest,text_only_beers_abstract_model_mistral_7b,Text-only,beers,abstract,model_mistral_7b,True,11,"[json_decode] model output is not valid JSON (error: Expecting ',' delimiter at pos 236): '{\\n  ""reasoning"": ""The relationship between Y and A is linear with a constant k. No significant impact from ",True,True,Y = A * <constant>
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abbrev_model_gemma3_4b-04_latest,text_only_beers_abbrev_model_gemma3_4b,Text-only,beers,abbrev,model_gemma3_4b,False,,,True,False,A = epsilon * c * l
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abstract_model_qwen25_3b-02_latest,text_only_kinematics_abstract_model_qwen25_3b,Text-only,kinematics,abstract,model_qwen25_3b,False,,,True,False,Y = 7A + 3B + C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abbrev_model_llama31_8b-09_latest,text_only_mass_abbrev_model_llama31_8b,Text-only,mass,abbrev,model_llama31_8b,False,,,True,False,m = rho * V
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_concrete_model_qwen35_4b-03_latest,text_only_ohm_concrete_model_qwen35_4b,Text-only,ohm,concrete,model_qwen35_4b,False,,,True,False,voltage = current * resistance
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_concrete_model_llama31_8b-03_latest,text_only_ohm_concrete_model_llama31_8b,Text-only,ohm,concrete,model_llama31_8b,False,,,True,False,V = I * R
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abbrev_model_gemma3_4b-03_latest,text_only_kinematics_abbrev_model_gemma3_4b,Text-only,kinematics,abbrev,model_gemma3_4b,False,,,True,False,x = x0 + v * t
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_abstract_model_qwen35_9b-03_latest,text_only_ohm_abstract_model_qwen35_9b,Text-only,ohm,abstract,model_qwen35_9b,False,,,True,False,Y = A * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_concrete_model_qwen35_4b-00_latest,text_only_kinematics_concrete_model_qwen35_4b,Text-only,kinematics,concrete,model_qwen35_4b,False,,,True,False,position = initial_position + velocity * time
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_abbrev_model_qwen25_7b-06_latest,text_only_resistors_abbrev_model_qwen25_7b,Text-only,resistors,abbrev,model_qwen25_7b,False,,,True,False,Rt = R1 + R2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abbrev_model_qwen25_3b-07_latest,text_only_beers_abbrev_model_qwen25_3b,Text-only,beers,abbrev,model_qwen25_3b,False,,,True,False,A = 9 * epsilon * c * l
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abstract_model_gemma3_4b-01_latest,text_only_kinematics_abstract_model_gemma3_4b,Text-only,kinematics,abstract,model_gemma3_4b,False,,,True,False,Y = C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_concrete_model_qwen35_4b-06_latest,text_only_ohm_concrete_model_qwen35_4b,Text-only,ohm,concrete,model_qwen35_4b,False,,,True,False,voltage = current * resistance
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_concrete_model_qwen25_3b-03_latest,text_only_kinematics_concrete_model_qwen25_3b,Text-only,kinematics,concrete,model_qwen25_3b,False,,,True,False,position = initial_position + velocity * time
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_concrete_model_qwen25_3b-01_latest,text_only_mass_concrete_model_qwen25_3b,Text-only,mass,concrete,model_qwen25_3b,False,,,True,False,mass = density * (volume)^2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_abbrev_model_qwen35_4b-04_latest,text_only_resistors_abbrev_model_qwen35_4b,Text-only,resistors,abbrev,model_qwen35_4b,False,,,True,False,Rt = R1 + R2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_concrete_model_gemma3_4b-09_latest,text_only_distance_concrete_model_gemma3_4b,Text-only,distance,concrete,model_gemma3_4b,False,,,True,False,total_distance = distance_1 + distance_2 + distance_3
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abstract_model_qwen25_7b-07_latest,text_only_distance_abstract_model_qwen25_7b,Text-only,distance,abstract,model_qwen25_7b,False,,,True,False,Y = C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abstract_model_llama31_8b-06_latest,text_only_mass_abstract_model_llama31_8b,Text-only,mass,abstract,model_llama31_8b,False,,,True,False,Y = C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abstract_model_mistral_7b-08_latest,text_only_kinematics_abstract_model_mistral_7b,Text-only,kinematics,abstract,model_mistral_7b,False,,,True,False,Y = k * C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abstract_model_llama31_8b-08_latest,text_only_distance_abstract_model_llama31_8b,Text-only,distance,abstract,model_llama31_8b,False,,,True,False,Y = A + B + C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_abstract_model_qwen25_3b-08_latest,text_only_resistors_abstract_model_qwen25_3b,Text-only,resistors,abstract,model_qwen25_3b,False,,,True,False,Y = 3A + 5B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_concrete_model_qwen35_9b-04_latest,text_only_beers_concrete_model_qwen35_9b,Text-only,beers,concrete,model_qwen35_9b,False,,,True,False,absorbance = molar_absorptivity * concentration * path_length
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abbrev_model_qwen35_9b-07_latest,text_only_kinematics_abbrev_model_qwen35_9b,Text-only,kinematics,abbrev,model_qwen35_9b,False,,,True,False,x = x0 + v * t
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abbrev_model_qwen35_9b-06_latest,text_only_beers_abbrev_model_qwen35_9b,Text-only,beers,abbrev,model_qwen35_9b,False,,,True,False,A = epsilon * c * l
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_concrete_model_mistral_7b-07_latest,text_only_resistors_concrete_model_mistral_7b,Text-only,resistors,concrete,model_mistral_7b,True,3,"[json_decode] model output is not valid JSON (error: Expecting ',' delimiter at pos 317): '{\\n  ""reasoning"": ""The total resistance appears to be the sum of resistance_1 and resistance_2, as changing ",True,True,total_resistance = resistance_1 + resistance_2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abstract_model_gemma3_4b-07_latest,text_only_distance_abstract_model_gemma3_4b,Text-only,distance,abstract,model_gemma3_4b,False,,,True,False,Y = A + B + C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abbrev_model_llama31_8b-03_latest,text_only_mass_abbrev_model_llama31_8b,Text-only,mass,abbrev,model_llama31_8b,False,,,True,False,m = V
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abstract_model_qwen35_4b-02_latest,text_only_distance_abstract_model_qwen35_4b,Text-only,distance,abstract,model_qwen35_4b,False,,,True,False,Y = A + B + C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abstract_model_qwen35_4b-07_latest,text_only_kinematics_abstract_model_qwen35_4b,Text-only,kinematics,abstract,model_qwen35_4b,False,,,True,False,Y = A + 2 * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_concrete_model_gemma3_4b-03_latest,text_only_resistors_concrete_model_gemma3_4b,Text-only,resistors,concrete,model_gemma3_4b,False,,,True,False,total_resistance = resistance_1 + resistance_2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abstract_model_qwen25_7b-07_latest,text_only_beers_abstract_model_qwen25_7b,Text-only,beers,abstract,model_qwen25_7b,False,,,True,False,Y = A * B * C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_concrete_model_qwen35_4b-09_latest,text_only_resistors_concrete_model_qwen35_4b,Text-only,resistors,concrete,model_qwen35_4b,False,,,True,False,total_resistance = resistance_1 + resistance_2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abstract_model_qwen25_7b-09_latest,text_only_beers_abstract_model_qwen25_7b,Text-only,beers,abstract,model_qwen25_7b,False,,,True,False,Y = 12B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_concrete_model_gemma3_4b-01_latest,text_only_distance_concrete_model_gemma3_4b,Text-only,distance,concrete,model_gemma3_4b,False,,,True,False,distance_1 + distance_2 + distance_3
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_abbrev_model_qwen35_9b-01_latest,text_only_ohm_abbrev_model_qwen35_9b,Text-only,ohm,abbrev,model_qwen35_9b,False,,,True,False,V = I * R
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abbrev_model_mistral_7b-03_latest,text_only_beers_abbrev_model_mistral_7b,Text-only,beers,abbrev,model_mistral_7b,True,8,"[json_decode] model output is not valid JSON (error: Expecting ',' delimiter at pos 351): '{\\n  ""reasoning"": ""The relationship between A and epsilon appears to be logarithmic with base epsilon. To co",True,True,A = 1 / epsilon * (c * l)
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abstract_model_mistral_7b-03_latest,text_only_mass_abstract_model_mistral_7b,Text-only,mass,abstract,model_mistral_7b,True,4,"[json_decode] model output is not valid JSON (error: Expecting ',' delimiter at pos 198): '{\\n  ""reasoning"": ""Y is a constant offset from A, indicating a linear relationship. Let\'s find the equation",True,True,Y = A + 18
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_concrete_model_qwen25_3b-04_latest,text_only_ohm_concrete_model_qwen25_3b,Text-only,ohm,concrete,model_qwen25_3b,False,,,True,False,voltage = current * resistance
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abbrev_model_llama31_8b-09_latest,text_only_kinematics_abbrev_model_llama31_8b,Text-only,kinematics,abbrev,model_llama31_8b,False,,,True,False,x = x0 + v*t
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_abbrev_model_llama31_8b-08_latest,text_only_resistors_abbrev_model_llama31_8b,Text-only,resistors,abbrev,model_llama31_8b,False,,,True,False,Rt = k * R2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_concrete_model_mistral_7b-08_latest,text_only_resistors_concrete_model_mistral_7b,Text-only,resistors,concrete,model_mistral_7b,False,,,True,False,total_resistance = resistance_1 + resistance_2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_abstract_model_llama31_8b-05_latest,text_only_resistors_abstract_model_llama31_8b,Text-only,resistors,abstract,model_llama31_8b,False,,,True,False,Y = k * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abstract_model_qwen35_4b-09_latest,text_only_kinematics_abstract_model_qwen35_4b,Text-only,kinematics,abstract,model_qwen35_4b,False,,,True,False,Y = A + B * C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abstract_model_mistral_7b-04_latest,text_only_distance_abstract_model_mistral_7b,Text-only,distance,abstract,model_mistral_7b,False,,,True,False,Y = A + B + C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_concrete_model_qwen35_9b-07_latest,text_only_kinematics_concrete_model_qwen35_9b,Text-only,kinematics,concrete,model_qwen35_9b,False,,,True,False,position = initial_position + velocity * time
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abstract_model_gemma3_4b-06_latest,text_only_kinematics_abstract_model_gemma3_4b,Text-only,kinematics,abstract,model_gemma3_4b,False,,,True,False,Y = A + B + C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_concrete_model_gemma3_4b-07_latest,text_only_mass_concrete_model_gemma3_4b,Text-only,mass,concrete,model_gemma3_4b,False,,,True,False,mass = density * volume
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_concrete_model_qwen35_9b-04_latest,text_only_ohm_concrete_model_qwen35_9b,Text-only,ohm,concrete,model_qwen35_9b,False,,,True,False,voltage = current * resistance
